data_homologacao,numero_homologacao,fabricante,brand,modelo,nome_comercial,tipo_produto,situacao,pais
10/05/2013,011241300953,Samsung Electronics Co Ltd.,SAMSUNG,GT-S5310B,GT-S5310B,Telefone Móvel Celular,Homologação Suspensa,Coréia
12/08/2005,007870501993,Apple Inc.,APPLE,A1126,A1126,Transceptor de Radiação Restrita - Híbrido,Homologação Suspensa,Estados Unidos da América
12/08/2005,007870501993,Apple Inc.,APPLE,,,Transceptor de Radiação Restrita - Híbrido,Homologação Suspensa,Estados Unidos da América
25/11/2020,085061800953,Samsung Electronics Co Ltd.,SAMSUNG,SM-G975F/DS,Galaxy S10+,Equipamento de Radiocomunicação de Radiação Restrita,Homologação Suspensa,Coréia
20/10/2016,039411600953,Samsung Electronics Co Ltd.,SAMSUNG,SM-T285YD,SM-T285YD,Telefone Móvel Celular,Homologação Suspensa,Coréia
23/08/2013,019961300953,Samsung Electronics Co Ltd.,SAMSUNG,GT-S5283B,GT-S5283B,Telefone Móvel Celular,Homologação Suspensa,Coréia
16/11/2021,083181900953,Samsung Electronics Co Ltd.,SAMSUNG,SM-A515F/DST,GALAXY A51,Sistemas de Identificação por Radiofrequências,Homologação Suspensa,Coréia
05/04/2013,003071300953,Samsung Electronics Co Ltd.,SAMSUNG,GT-N5100,GT-N5100,Telefone Móvel Celular,Homologação Suspensa,Coréia
30/12/2002,011620200953,Samsung Electronics Co Ltd.,SAMSUNG,SCH-N195,SCH-N195,Telefone Móvel Celular,Homologação Cancelada,Coréia
16/07/2008,012790800953,Samsung Electronics Co Ltd.,SAMSUNG,SGH-B130,SGH-B130,Telefone Móvel Celular,Homologação Suspensa,Coréia
23/04/2020,016931503269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,SPW-B43143U,SPW-B43143U,Transceptor de Radiação Restrita,Homologação Cancelada,Coréia
21/09/2011,024581100953,Samsung Electronics Co Ltd.,SAMSUNG,GT-I8150B,GT-I8150B,Telefone Móvel Celular,Homologação Suspensa,Coréia
02/06/2010,011101000953,Samsung Electronics Co Ltd.,SAMSUNG,GT-C3300K,GT-C3300K,Telefone Móvel Celular,Homologação Suspensa,Coréia
29/01/2009,022740801963,"Samsung Electronics Co., Ltd.",SAMSUNG,SBH650,SBH650,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
11/05/2016,010671601739,"SAMSUNG ELECTRONICS CO., LTD",SAMSUNG,SM-R150,SM-R150,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
31/08/2020,043001610014,"Harman International Industries, Inc.",JBL,GEN3 Base,,Transceptor de Radiação Restrita,Homologação Suspensa,Estados Unidos da América
02/09/2024,032831601993,Apple Inc.,APPLE,A1796,Beatssolo³ Wireless,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
22/08/2017,045711507120,Harman International Industries Inc.,JBL,UA Headphones Wireless,UA Headphones Wireless,Transceptor de Radiação Restrita,Homologação Suspensa,Estados Unidos da América
24/04/2012,009131200953,Samsung Electronics Co Ltd.,SAMSUNG,GT-P5110,GT-P5110,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
23/03/2016,008991203269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,CLP-415NW,CLP-415NW,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
14/08/2007,008550700953,Samsung Electronics Co Ltd.,SAMSUNG,WEP210,WEP210,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
16/11/2021,083181900953,Samsung Electronics Co Ltd.,SAMSUNG,SM-A515F/DST,GALAXY A51,Equipamento de Radiocomunicação de Radiação Restrita,Homologação Suspensa,Coréia
05/08/2005,007630500953,Samsung Electronics Co Ltd.,SAMSUNG,SGH-X480L,SGH-X480L,Telefone Móvel Celular,Homologação Cancelada,Coréia
10/10/2008,009520800953,Samsung Electronics Co Ltd.,SAMSUNG,SGH-E251L,SGH-E251L,Telefone Móvel Celular,Homologação Suspensa,Coréia
19/12/2003,014760301993,Apple Inc.,APPLE,A1044,A1044,Transceptor de Radiação Restrita - Espalhamento Espectral,Homologação Cancelada,Estados Unidos da América
09/12/2011,005741100953,Samsung Electronics Co Ltd.,SAMSUNG,GT-S3850,GT-S3850,Telefone Móvel Celular,Homologação Suspensa,Coréia
28/02/2013,000721308636,"Samsung Electronics Co., Ltd.",SAMSUNG,ST150F,ST150F,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
07/02/2012,001541200953,Samsung Electronics Co Ltd.,SAMSUNG,GT-E1232D,GT-E1232D,Telefone Móvel Celular,Homologação Suspensa,Coréia
16/09/2009,010230900953,Samsung Electronics Co Ltd.,SAMSUNG,GT-I8000L,GT-I8000L,Telefone Móvel Celular,Homologação Suspensa,Coréia
16/11/2021,083181900953,Samsung Electronics Co Ltd.,SAMSUNG,SM-A515F/DST,GALAXY A51,Telefone Móvel Celular,Homologação Suspensa,Coréia
03/10/2019,054961601739,"SAMSUNG ELECTRONICS CO., LTD",SAMSUNG,AA-KR1D9TW,,Equipamento de Radiocomunicação de Radiação Restrita,Homologação Suspensa,Coréia
16/10/2020,086521900953,Samsung Electronics Co Ltd.,SAMSUNG,SM-G770F/DS,,Telefone Móvel Celular,Homologação Suspensa,Coréia
07/04/2004,002790400953,Samsung Electronics Co Ltd.,SAMSUNG,SCH-N395,SCH-N395,Telefone Móvel Celular,Homologação Cancelada,Coréia
20/02/2009,001720900953,Samsung Electronics Co Ltd.,SAMSUNG,SGH-J700I,SGH-J700I,Telefone Móvel Celular,Homologação Suspensa,Coréia
27/11/2017,071461706506,"HARMAN INTERNATIONAL INDUSTRIES, INC",JBL,JBL Free,,Transceptor de Radiação Restrita,Homologação Suspensa,Estados Unidos da América
18/06/2013,005201303269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,RMCTPF1AP1,RMCTPF1AP1,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
18/06/2013,005201303269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,RMCTPF2AP1,RMCTPF2AP1,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
26/10/2018,077981700953,Samsung Electronics Co Ltd.,SAMSUNG,SM-A530F/DS,GALAXY A8,Equipamento de Radiocomunicação de Radiação Restrita,Homologação Suspensa,Coréia
26/10/2018,077981700953,Samsung Electronics Co Ltd.,SAMSUNG,SM-A530X,GALAXY A8,Equipamento de Radiocomunicação de Radiação Restrita,Homologação Suspensa,Coréia
31/07/2015,014991501739,"SAMSUNG ELECTRONICS CO., LTD",SAMSUNG,EJ-FT810,EJ-FT810,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
23/03/2016,008991203269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,Xpress C1810W,Xpress C1810W,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
20/08/2024,121272010014,"Harman International Industries, Inc.",JBL,R1 EXT RW,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
26/10/2018,077981700953,Samsung Electronics Co Ltd.,SAMSUNG,SM-A530F/DS,GALAXY A8,Sistemas de Identificação por Radiofrequências,Homologação Suspensa,Coréia
26/10/2018,077981700953,Samsung Electronics Co Ltd.,SAMSUNG,SM-A530X,GALAXY A8,Sistemas de Identificação por Radiofrequências,Homologação Suspensa,Coréia
09/05/2018,085541700953,Samsung Electronics Co Ltd.,SAMSUNG,SM-G9600/DS,Galaxy S9,Sistemas de Identificação por Radiofrequências,Homologação Suspensa,Coréia
19/12/2018,078351700953,Samsung Electronics Co Ltd.,SAMSUNG,SM-J250M/DS,,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
11/09/2019,080771709657,"SAMSUNG ELECTRONICS CO., LTD",SAMSUNG,AA-HC1HULB,SAMSUNG HMD Odyssey Controller Left,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
23/03/2026,082381901993,Apple Inc.,APPLE,A2015,,Transceptor de Radiação Restrita,Homologação Emitida,Estados Unidos da América
22/02/2018,086221707120,Harman International Industries Inc.,JBL,N05BC,,Transceptor de Radiação Restrita,Homologação Suspensa,Estados Unidos da América
16/10/2020,086521900953,Samsung Electronics Co Ltd.,SAMSUNG,SM-G770F/DS,,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
